ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
228161_at	0.13561047	1.15e-02	4.643728	RAB32	RAB32, member RAS oncogene family
227709_at	0.13584364	1.15e-02	4.64131	TPT1-AS1	TPT1 antisense RNA 1
231073_at	0.13585902	1.15e-02	4.640624	C1orf168	chromosome 1 open reading frame 168
236022_at	0.13611793	1.15e-02	4.637379	MYO19	myosin XIX
240240_at	0.13611793	1.15e-02	4.63632		
228472_at	0.13611793	1.15e-02	4.636023	CCDC61	coiled-coil domain containing 61
242914_at	0.13611793	1.15e-02	4.635777		
239226_at	0.13611793	1.15e-02	4.635661		
229513_at	0.13611793	1.16e-02	4.6342	STRBP	spermatid perinuclear RNA binding protein
232349_x_at	0.13611793	1.16e-02	4.633839	DCAF6	DDB1 and CUL4 associated factor 6
239920_at	0.13611793	1.16e-02	4.633584	UBTF	upstream binding transcription factor, RNA polymerase I
244072_at	0.13611793	1.16e-02	4.633512		
228526_at	0.13612285	1.16e-02	4.632796	NANOS1	nanos C2HC-type zinc finger 1
238613_at	0.13612285	1.16e-02	4.63135	ZAK	sterile alpha motif and leucine zipper containing kinase AZK
224254_x_at	0.13612285	1.16e-02	4.631148		
223590_at	0.13612285	1.16e-02	4.630497	ZNF700	zinc finger protein 700
222429_at	0.13612285	1.16e-02	4.629418	MIR6837///DBNL	microRNA 6837///drebrin like
222647_at	0.13612285	1.16e-02	4.629378	SLC35C1	solute carrier family 35 member C1
227164_at	0.13612285	1.16e-02	4.629024	SRSF1	serine and arginine rich splicing factor 1
238332_at	0.13612285	1.16e-02	4.628412	ANKRD29	ankyrin repeat domain 29
225082_at	0.13612285	1.16e-02	4.628048	CPSF3	cleavage and polyadenylation specific factor 3
229944_at	0.13612285	1.16e-02	4.627881	OPRK1	opioid receptor kappa 1
223072_s_at	0.13612868	1.16e-02	4.627278	INO80B-WBP1///INO80B///WBP1	INO80B-WBP1 readthrough (NMD candidate)///INO80 complex subunit B///WW domain binding protein 1
240956_at	0.13618175	1.16e-02	4.6263		
232571_at	0.13631118	1.17e-02	4.624594	CAPN10-AS1	CAPN10 antisense RNA 1 (head to head)
243769_at	0.13631118	1.17e-02	4.623559		
226383_at	0.13631118	1.17e-02	4.623203	ARL14EP	ADP ribosylation factor like GTPase 14 effector protein
233029_at	0.13631118	1.17e-02	4.622764	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
225657_at	0.13631118	1.17e-02	4.622493	NCBP2-AS2	NCBP2 antisense RNA 2 (head to head)
235897_at	0.13633365	1.17e-02	4.62176	COPZ2	coatomer protein complex subunit zeta 2
237614_at	0.13639433	1.17e-02	4.620725	PHACTR2-AS1	PHACTR2 antisense RNA 1
240088_at	0.13642221	1.17e-02	4.619949	PDE5A	phosphodiesterase 5A
223238_s_at	0.13669744	1.17e-02	4.61722	PBRM1	polybromo 1
234477_at	0.13678856	1.18e-02	4.615274	IGHV4-31///IGHA1	immunoglobulin heavy variable 4-31///immunoglobulin heavy constant alpha 1
238063_at	0.13678856	1.18e-02	4.614322	TMEM154	transmembrane protein 154
222513_s_at	0.13678856	1.18e-02	4.613909	SORBS1	sorbin and SH3 domain containing 1
231118_at	0.13678856	1.18e-02	4.613448	ANKRD35	ankyrin repeat domain 35
223922_x_at	0.13678856	1.18e-02	4.61321	MS4A6A	membrane spanning 4-domains A6A
237916_at	0.13678856	1.18e-02	4.61318		
224715_at	0.13686858	1.18e-02	4.611997	WDR34	WD repeat domain 34
228019_s_at	0.1368912	1.18e-02	4.611082	MRPS18C	mitochondrial ribosomal protein S18C
228694_at	0.1368912	1.18e-02	4.609945	AQR	aquarius intron-binding spliceosomal factor
238767_at	0.1368912	1.18e-02	4.609739		
225734_at	0.1368912	1.18e-02	4.609611	FBXO22	F-box protein 22
230196_x_at	0.13699865	1.18e-02	4.607864	ARHGAP23	Rho GTPase activating protein 23
240220_at	0.13699865	1.19e-02	4.607663		
229862_x_at	0.13705118	1.19e-02	4.606699	ZBTB45	zinc finger and BTB domain containing 45
240510_at	0.13722088	1.19e-02	4.604814	NBN	nibrin
235821_at	0.13726215	1.19e-02	4.603939	WISP1	WNT1 inducible signaling pathway protein 1
227924_at	0.13761604	1.19e-02	4.60036	INO80D	INO80 complex subunit D
237349_at	0.13761604	1.19e-02	4.600063		
234470_at	0.13788014	1.20e-02	4.597446		
226168_at	0.13795673	1.20e-02	4.595231	ZFAND2B	zinc finger AN1-type containing 2B
239677_at	0.13795673	1.20e-02	4.595212		
223200_s_at	0.13795673	1.20e-02	4.595202	LSG1	large 60S subunit nuclear export GTPase 1
223276_at	0.13812049	1.20e-02	4.593375	SMIM3	small integral membrane protein 3
225783_at	0.13823299	1.20e-02	4.591949	UBE2F	ubiquitin conjugating enzyme E2 F (putative)
238810_at	0.13842544	1.21e-02	4.589583	RFX3	regulatory factor X3
226662_at	0.13842544	1.21e-02	4.588908	STX17	syntaxin 17
242266_x_at	0.13842544	1.21e-02	4.588808		
235741_at	0.13858358	1.21e-02	4.58703	PPIA	peptidylprolyl isomerase A
238938_at	0.13871198	1.21e-02	4.58463		
227178_at	0.13871198	1.21e-02	4.584433	CELF2	CUGBP, Elav-like family member 2
222757_s_at	0.13871198	1.21e-02	4.584234	ZAK	sterile alpha motif and leucine zipper containing kinase AZK
238215_at	0.13871198	1.21e-02	4.583848	SLC6A18	solute carrier family 6 member 18
226438_at	0.1388974	1.21e-02	4.581863	SNTB1	syntrophin beta 1
226393_at	0.13893099	1.21e-02	4.581057	CYP2U1	cytochrome P450 family 2 subfamily U member 1
230095_at	0.13898276	1.22e-02	4.579916	GLRX3	glutaredoxin 3
234799_at	0.13898276	1.22e-02	4.579284	ADARB1	adenosine deaminase, RNA specific B1
225629_s_at	0.13898276	1.22e-02	4.579023	ZBTB4	zinc finger and BTB domain containing 4
236589_at	0.13932347	1.22e-02	4.57533	ZNF701	zinc finger protein 701
230776_at	0.13932347	1.22e-02	4.574929	RNF157-AS1	RNF157 antisense RNA 1
238536_at	0.13932347	1.22e-02	4.574753	LOC286272	uncharacterized LOC286272
230093_at	0.1394794	1.22e-02	4.573005	RSPH1	radial spoke head 1 homolog
233369_at	0.13960576	1.23e-02	4.57091		
226605_at	0.13960576	1.23e-02	4.570456	DGKQ	diacylglycerol kinase theta
237519_at	0.13960576	1.23e-02	4.570402		
228149_at	0.13975121	1.23e-02	4.568378	BMT2	base methyltransferase of 25S rRNA 2 homolog
228996_at	0.13975121	1.23e-02	4.568196	RC3H1	ring finger and CCCH-type domains 1
244047_at	0.13990268	1.23e-02	4.566488		
235458_at	0.14000975	1.23e-02	4.564852	HAVCR2	hepatitis A virus cellular receptor 2
229387_at	0.14000975	1.23e-02	4.564582	LRCH3	leucine rich repeats and calponin homology domain containing 3
230863_at	0.14021903	1.24e-02	4.562431	LRP2	LDL receptor related protein 2
226290_at	0.14046854	1.24e-02	4.559537	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
226834_at	0.14046854	1.24e-02	4.559435	CLMP	CXADR like membrane protein
235366_at	0.14046856	1.24e-02	4.558896	ZNF10	zinc finger protein 10
225144_at	0.14074937	1.24e-02	4.556204	BMPR2	bone morphogenetic protein receptor type 2
239674_at	0.14080617	1.24e-02	4.555231		
236642_at	0.14089494	1.25e-02	4.552936	C5orf63	chromosome 5 open reading frame 63
223199_at	0.14089494	1.25e-02	4.552759	MKNK2	MAP kinase interacting serine/threonine kinase 2
223025_s_at	0.14089494	1.25e-02	4.552419	AP1M1	adaptor related protein complex 1 mu 1 subunit
228770_at	0.14089494	1.25e-02	4.552399	GPR146	G protein-coupled receptor 146
239700_at	0.14090549	1.25e-02	4.550916	ZNF710	zinc finger protein 710
226358_at	0.14090549	1.25e-02	4.550541	APH1B	aph-1 homolog B, gamma-secretase subunit
234729_at	0.14090549	1.25e-02	4.550303	PHKG1	phosphorylase kinase catalytic subunit gamma 1
231110_at	0.14090549	1.25e-02	4.549439		
230290_at	0.14090549	1.25e-02	4.549203	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3
229035_s_at	0.14090549	1.25e-02	4.548509	KLHDC4	kelch domain containing 4
224335_s_at	0.14090549	1.25e-02	4.547606	BACE1	beta-secretase 1
229675_at	0.14090549	1.25e-02	4.54751	MINA	MYC induced nuclear antigen
227438_at	0.14090549	1.25e-02	4.547491	ALPK1	alpha kinase 1
223218_s_at	0.14098081	1.25e-02	4.546358	NFKBIZ	NFKB inhibitor zeta
231043_at	0.14098081	1.26e-02	4.545846	CFAP221	cilia and flagella associated protein 221
243649_at	0.14117251	1.26e-02	4.543245	FBXO7	F-box protein 7
234756_at	0.14117251	1.26e-02	4.542915	CACNG8	calcium voltage-gated channel auxiliary subunit gamma 8
233454_at	0.14117251	1.26e-02	4.542779	POLN	DNA polymerase nu
230064_at	0.14135354	1.26e-02	4.539667		
222715_s_at	0.14135354	1.26e-02	4.539452	SYNRG	synergin, gamma
227286_at	0.14135354	1.26e-02	4.539248	INO80E	INO80 complex subunit E
227245_at	0.14135354	1.26e-02	4.539137	NAA25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit
238587_at	0.14135354	1.26e-02	4.538733	UBASH3B	ubiquitin associated and SH3 domain containing B
225435_at	0.14154847	1.27e-02	4.536716	SSR1	signal sequence receptor subunit 1
223259_at	0.14171136	1.27e-02	4.53455	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3
229544_at	0.14171136	1.27e-02	4.534413		
226541_at	0.14195335	1.27e-02	4.531807	FBXO30	F-box protein 30
224148_at	0.14195335	1.27e-02	4.531512	FYB	FYN binding protein
231085_s_at	0.14207476	1.27e-02	4.530031		
244219_at	0.14207476	1.27e-02	4.529529		
234446_at	0.14213479	1.28e-02	4.528544		
234672_s_at	0.1422709	1.28e-02	4.52627	NDC1	NDC1 transmembrane nucleoporin
239098_at	0.1422709	1.28e-02	4.525472	KCNRG	potassium channel regulator
235126_at	0.1422709	1.28e-02	4.524503	FLVCR1-AS1	FLVCR1 antisense RNA 1 (head to head)
244866_at	0.1422709	1.28e-02	4.524431		
239288_at	0.1422709	1.28e-02	4.52359	TNIK	TRAF2 and NCK interacting kinase
239670_at	0.1422709	1.28e-02	4.52323	WNK2	WNK lysine deficient protein kinase 2
232483_at	0.1422709	1.28e-02	4.522762	MED17	mediator complex subunit 17
242131_at	0.1422709	1.28e-02	4.522617	ATP6	ATP synthase F0 subunit 6
223099_s_at	0.1422709	1.28e-02	4.520953	LOC100507577///LONP2	uncharacterized LOC100507577///lon peptidase 2, peroxisomal
241905_at	0.1422709	1.28e-02	4.520689	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
227175_at	0.1422709	1.28e-02	4.52068	MCL1	BCL2 family apoptosis regulator
227767_at	0.1422709	1.29e-02	4.520312	CSNK1G3	casein kinase 1 gamma 3
234771_at	0.1422709	1.29e-02	4.519995	DKFZp547J222	uncharacterized LOC84237
242226_at	0.1422709	1.29e-02	4.51989	GS1-279B7.1	microtubule associated protein 1 light chain 3 beta pseudogene
229202_at	0.1422709	1.29e-02	4.519589	PCNX2	pecanex homolog 2 (Drosophila)
236819_at	0.1423047	1.29e-02	4.518807	PTBP1	polypyrimidine tract binding protein 1
235223_at	0.14292479	1.29e-02	4.513295	RRP36	ribosomal RNA processing 36
224805_s_at	0.14292479	1.29e-02	4.513073	FAM219B	family with sequence similarity 219 member B
222498_at	0.14304754	1.30e-02	4.511623	AZI2	5-azacytidine induced 2
225556_at	0.14321664	1.30e-02	4.509825	VMA21	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)
233983_at	0.14329045	1.30e-02	4.508745	TGM6	transglutaminase 6
239243_at	0.14347624	1.30e-02	4.506825	ZNF638-IT1///ZNF638	ZNF638 intronic transcript 1///zinc finger protein 638
233963_at	0.14371827	1.30e-02	4.504486	H2BFXP	H2B histone family member X, pseudogene
227937_at	0.14378327	1.31e-02	4.503475	MYPOP	Myb related transcription factor, partner of profilin
242349_at	0.14383319	1.31e-02	4.502405	HECTD1	HECT domain E3 ubiquitin protein ligase 1
223470_at	0.14383319	1.31e-02	4.501168	PIGM	phosphatidylinositol glycan anchor biosynthesis class M
230073_at	0.14383319	1.31e-02	4.501151	CCDC18-AS1	CCDC18 antisense RNA 1
229418_at	0.14383319	1.31e-02	4.501008	FAM222B	family with sequence similarity 222 member B
222763_s_at	0.14391282	1.31e-02	4.499889	SFT2D3///WDR33	SFT2 domain containing 3///WD repeat domain 33
236288_at	0.14404745	1.31e-02	4.49809	RNF34	ring finger protein 34
228543_at	0.14404745	1.31e-02	4.497838	PET117	PET117 homolog
226671_at	0.14415094	1.31e-02	4.496097	LAMP2	lysosomal associated membrane protein 2
228617_at	0.14415094	1.31e-02	4.496021	XAF1	XIAP associated factor 1
223252_at	0.14425184	1.32e-02	4.494746	HDGFRP2	hepatoma-derived growth factor-related protein 2
233110_s_at	0.1443661	1.32e-02	4.493373	BCL2L12	BCL2 like 12
229483_at	0.14464819	1.32e-02	4.49075		
240579_at	0.1449695	1.32e-02	4.48784	NBAS	neuroblastoma amplified sequence
240089_at	0.14499565	1.33e-02	4.486692		
230651_at	0.14499565	1.33e-02	4.486606		
227529_s_at	0.14504322	1.33e-02	4.485471	AKAP12	A-kinase anchoring protein 12
238931_at	0.14504322	1.33e-02	4.485214	LOC284009///METTL16	uncharacterized LOC284009///methyltransferase like 16
243052_at	0.14534	1.33e-02	4.482494	MOB3C	MOB kinase activator 3C
233547_x_at	0.14534174	1.33e-02	4.481962	PDE1A	phosphodiesterase 1A
228436_at	0.14537834	1.33e-02	4.481172	KCNC4	potassium voltage-gated channel subfamily C member 4
236726_at	0.14540357	1.33e-02	4.480467	RGS6	regulator of G-protein signaling 6
236000_s_at	0.14543093	1.33e-02	4.479746		
241612_at	0.14547459	1.34e-02	4.47857	FOXD3	forkhead box D3
228781_at	0.14547459	1.34e-02	4.478387	OBFC1	oligonucleotide/oligosaccharide binding fold containing 1
227346_at	0.14573507	1.34e-02	4.475944	IKZF1	IKAROS family zinc finger 1
228907_at	0.14582242	1.34e-02	4.474782		
236806_at	0.14585915	1.34e-02	4.473994		
240135_x_at	0.1459243	1.34e-02	4.472444		
236369_at	0.1459243	1.34e-02	4.472109	TSPY26P	testis specific protein, Y-linked 26, pseudogene
227143_s_at	0.1459243	1.34e-02	4.471964	BID	BH3 interacting domain death agonist
225913_at	0.14602068	1.35e-02	4.470738	PEAK1	pseudopodium enriched atypical kinase 1
237505_at	0.14606156	1.35e-02	4.469224		
243898_at	0.14606156	1.35e-02	4.468831		
230745_s_at	0.14606156	1.35e-02	4.468533	TOX3	TOX high mobility group box family member 3
235388_at	0.14606156	1.35e-02	4.468375	CHD9	chromodomain helicase DNA binding protein 9
232450_at	0.1460874	1.35e-02	4.467445	LOC149351	uncharacterized LOC149351
229912_at	0.1460874	1.35e-02	4.467156	SDK1	sidekick cell adhesion molecule 1
238996_x_at	0.1463666	1.35e-02	4.464587	ALDOA	aldolase, fructose-bisphosphate A
225437_s_at	0.14638664	1.35e-02	4.463925	BRAT1	BRCA1 associated ATM activator 1
226508_at	0.14646862	1.36e-02	4.462809	PHC3	polyhomeotic homolog 3
225092_at	0.1465251	1.36e-02	4.461568	RABEP1	rabaptin, RAB GTPase binding effector protein 1
226884_at	0.1465251	1.36e-02	4.461368	LRRN1	leucine rich repeat neuronal 1
227841_at	0.14670614	1.36e-02	4.459526	CEMP1///AMDHD2	cementum protein 1///amidohydrolase domain containing 2
239892_at	0.14673466	1.36e-02	4.458694		
236881_at	0.14673466	1.36e-02	4.458292		
232338_at	0.14682734	1.36e-02	4.457015	ZNF431	zinc finger protein 431
224751_at	0.14682734	1.36e-02	4.456589	LOC101930655///C7orf73	uncharacterized LOC101930655///chromosome 7 open reading frame 73
236094_at	0.14698191	1.37e-02	4.454945	TCF7L2	transcription factor 7 like 2
226070_at	0.1470436	1.37e-02	4.453982	C9orf142	chromosome 9 open reading frame 142
243198_at	0.14717441	1.37e-02	4.452472	TEX9	testis expressed 9
228158_at	0.14717441	1.37e-02	4.451426	LOC100996735///LOC100996732///LOC654342///LOC645166	uncharacterized LOC100996735///uncharacterized LOC100996732///lymphocyte-specific protein 1 pseudogene///lymphocyte-specific protein 1 pseudogene
230494_at	0.14717441	1.37e-02	4.451106	SLC20A1	solute carrier family 20 member 1
227067_x_at	0.14717441	1.37e-02	4.450982	LOC101929796///LOC100996763///LOC100996717///NOTCH2NL///NOTCH2	notch homolog 2 N-terminal-like protein///notch homolog 2 N-terminal-like protein///notch homolog 2 N-terminal-like protein///notch 2 N-terminal like///notch 2
241846_at	0.14725138	1.37e-02	4.449909	HCG18	HLA complex group 18 (non-protein coding)
234981_x_at	0.14746867	1.37e-02	4.447813	CMBL	carboxymethylenebutenolidase homolog
234037_s_at	0.14766281	1.38e-02	4.445888		
232441_at	0.14799342	1.38e-02	4.442972	KRR1	KRR1, small subunit processome component homolog
241015_at	0.14815498	1.38e-02	4.441289		
233592_at	0.14821761	1.38e-02	4.440326	ANKRD18B	ankyrin repeat domain 18B
236487_at	0.14824561	1.39e-02	4.439614	LOC101927137///SCLT1	uncharacterized LOC101927137///sodium channel and clathrin linker 1
243168_at	0.14839237	1.39e-02	4.438041		
225512_at	0.14840527	1.39e-02	4.43744	ZBTB38	zinc finger and BTB domain containing 38
225319_s_at	0.14845376	1.39e-02	4.436413	FAM104A	family with sequence similarity 104 member A
243601_at	0.14845376	1.39e-02	4.435957	LOC285957	uncharacterized LOC285957
225194_at	0.14845376	1.39e-02	4.435565	PLRG1	pleiotropic regulator 1
233170_at	0.1484743	1.39e-02	4.434428	LINC00348	long intergenic non-protein coding RNA 348
225268_at	0.1484743	1.39e-02	4.434403	KPNA4	karyopherin subunit alpha 4
242695_at	0.14869876	1.40e-02	4.432014		
234033_at	0.14869876	1.40e-02	4.431765		
235129_at	0.14920992	1.40e-02	4.427567	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A
223274_at	0.14934353	1.40e-02	4.425771	TCF19	transcription factor 19
233734_s_at	0.14934353	1.40e-02	4.425593	OSBPL5	oxysterol binding protein like 5
226291_at	0.14938023	1.40e-02	4.424823	ALS2	ALS2, alsin Rho guanine nucleotide exchange factor
230298_at	0.14971139	1.41e-02	4.421937	MBLAC2	metallo-beta-lactamase domain containing 2
233300_at	0.149724	1.41e-02	4.420943		
244222_at	0.149724	1.41e-02	4.420545		
232480_at	0.149724	1.41e-02	4.420332	MIRLET7BHG	MIRLET7B host gene
223910_at	0.14973702	1.41e-02	4.419507	ERN2	endoplasmic reticulum to nucleus signaling 2
225615_at	0.14973702	1.41e-02	4.419231	IFFO2	intermediate filament family orphan 2
225533_at	0.14979899	1.41e-02	4.418282	PHF19	PHD finger protein 19
237469_at	0.14997266	1.42e-02	4.415804	TOP2A	topoisomerase (DNA) II alpha
224753_at	0.14997266	1.42e-02	4.415572	CDCA5	cell division cycle associated 5
229707_at	0.14997266	1.42e-02	4.414818	ZNF606	zinc finger protein 606
223298_s_at	0.14997266	1.42e-02	4.414804	NT5C3A	5'-nucleotidase, cytosolic IIIA
237834_at	0.14997266	1.42e-02	4.414085	SNCAIP	synuclein alpha interacting protein
227592_at	0.14997266	1.42e-02	4.414019	ALDH16A1	aldehyde dehydrogenase 16 family member A1
239881_at	0.1501287	1.42e-02	4.412399		
241974_at	0.15047685	1.42e-02	4.409406		
233614_at	0.15053023	1.43e-02	4.408524		
241036_at	0.15072195	1.43e-02	4.406585		
223186_at	0.15072195	1.43e-02	4.405998	TMEM189-UBE2V1///TMEM189///UBE2V1	TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V1
222592_s_at	0.15072195	1.43e-02	4.405652	ACSL5	acyl-CoA synthetase long-chain family member 5
200097_s_at	0.15085988	1.43e-02	4.404168	HNRNPK	heterogeneous nuclear ribonucleoprotein K
229063_s_at	0.15101352	1.43e-02	4.402378	CCDC107	coiled-coil domain containing 107
237552_at	0.15101352	1.43e-02	4.402073	LOC100505817	uncharacterized LOC100505817
223635_s_at	0.15109444	1.44e-02	4.400706	SSBP3	single stranded DNA binding protein 3
225959_s_at	0.15109444	1.44e-02	4.398955	ZNRF1	zinc and ring finger 1, E3 ubiquitin protein ligase
227235_at	0.15109444	1.44e-02	4.398864	GUCY1A3	guanylate cyclase 1 soluble subunit alpha
224649_x_at	0.15109444	1.44e-02	4.398434	CCNY	cyclin Y
228871_at	0.15109444	1.44e-02	4.398122	ALG14	ALG14, UDP-N-acetylglucosaminyltransferase subunit
235707_at	0.15109444	1.44e-02	4.397749	SMIM13	small integral membrane protein 13
228642_at	0.15109444	1.44e-02	4.397613	HOTAIRM1	HOXA transcript antisense RNA, myeloid-specific 1
238386_x_at	0.15109444	1.44e-02	4.397506		
242709_s_at	0.15126496	1.44e-02	4.395796		
237668_at	0.15133421	1.44e-02	4.394806	LOC100507201	uncharacterized LOC100507201
226190_at	0.15144476	1.45e-02	4.393523	MAP3K13	mitogen-activated protein kinase kinase kinase 13
227677_at	0.15151384	1.45e-02	4.392215	JAK3	Janus kinase 3
239338_x_at	0.15151384	1.45e-02	4.392039		
228338_at	0.15160556	1.45e-02	4.390319	COLCA2	colorectal cancer associated 2
240339_at	0.15160556	1.45e-02	4.389979		
244600_at	0.15160556	1.45e-02	4.389899	LOC100996583	uncharacterized LOC100996583
237046_x_at	0.15189429	1.45e-02	4.387358	IL34	interleukin 34
222514_at	0.15204837	1.46e-02	4.385772	RRAGC	Ras related GTP binding C
231169_at	0.15207065	1.46e-02	4.385119		
238366_at	0.15215302	1.46e-02	4.384042	C1orf228	chromosome 1 open reading frame 228
226627_at	0.15227866	1.46e-02	4.38266	SEPT8	septin 8
242550_at	0.15236611	1.46e-02	4.381548	EIF3B	eukaryotic translation initiation factor 3 subunit B
231480_at	0.15236725	1.46e-02	4.381046	SLC6A19	solute carrier family 6 member 19
224170_s_at	0.15241105	1.46e-02	4.380242	TULP4	tubby like protein 4
224964_s_at	0.15247521	1.47e-02	4.379296	GNG2	G protein subunit gamma 2
237339_at	0.15270967	1.47e-02	4.376529	LINC00993	long intergenic non-protein coding RNA 993
226279_at	0.15270967	1.47e-02	4.375543	PRSS23	protease, serine 23
226340_x_at	0.15270967	1.47e-02	4.375311	MIR6859-1///MIR6859-2///LOC101930154///LOC100288778///WASH1///WASH7P///WASH2P///WASH3P	microRNA 6859-1///microRNA 6859-2///WAS protein family homolog 6-like///WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///WAS protein family homolog 7 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene
